"author_a","author_b","year","title"
"Tsinopoulos,C","Sousa,CMP","2014","Export experience counts: Exploring its effect on product design change. Waste Management, 44(5), 450-465. DOI: http://dx.doi.org/10.1111/radm.12078"
"Lages,LF","Sousa,CMP","2014","Export experience counts: Exploring its effect on product design change. Waste Management, 44(5), 450-465. DOI: http://dx.doi.org/10.1111/radm.12078"
"Tumen,S","Zeydanli,T","2014","Day-of-the-Week Effects in Subjective Well-Being: Does Selectivity Matter? Social Indicators Research, 119(1), 139-162. DOI: http://dx.doi.org/10.1007/s11205-013-0477-6"
"Tumen,S","Zeydanli,T","2014","Home Ownership and Job Satisfaction. Social Indicators Research, 117(1), 165-177. DOI: http://dx.doi.org/10.1007/s11205-013-0338-3"
"Vicente,P","Collier,P","2014","Votes and Violence: Evidence from a Field Experiment in Nigeria. The Economic Journal, 124(574), F327-55. DOI: http://dx.doi.org/10.1111/ecoj.12109"
"Viegas,I","Nunes,LC","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Viegas,I","Madureira,L","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Viegas,I","Fontes,MA","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Viegas,I","Santos,JL","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Nunes,LC","Madureira,L","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Nunes,LC","Fontes,MA","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Nunes,LC","Santos,JL","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Madureira,L","Fontes,MA","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Madureira,L","Santos,JL","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Fontes,MA","Santos,JL","2014","Beef credence attributes: Implications of substitution effects on consumers' WTP. Journal of Agricultural Economics, 65(3), 600-615. DOI: http://dx.doi.org/10.1111/1477-9552.12067"
"Addison,JT","FerreiraMachado,JA","2013","The Reservation Wage Unemployment Duration Nexus. Oxford Bulletin of Economics and Statistics, 75(6), 980-987. DOI: http://dx.doi.org/10.1111/j.1468-0084.2012.00717.x"
"Addison,JT","Portugal,P","2013","The Reservation Wage Unemployment Duration Nexus. Oxford Bulletin of Economics and Statistics, 75(6), 980-987. DOI: http://dx.doi.org/10.1111/j.1468-0084.2012.00717.x"
"FerreiraMachado,JA","Portugal,P","2013","The Reservation Wage Unemployment Duration Nexus. Oxford Bulletin of Economics and Statistics, 75(6), 980-987. DOI: http://dx.doi.org/10.1111/j.1468-0084.2012.00717.x"
"AlmeidaCosta,L","Cool,K","2013","The Competitive Implications of the Deployment of Unique Resources. Strategic Management Journal, 34(4), 445-463. DOI: http://dx.doi.org/10.1002/smj.2018"
"AlmeidaCosta,L","Dierickx,I","2013","The Competitive Implications of the Deployment of Unique Resources. Strategic Management Journal, 34(4), 445-463. DOI: http://dx.doi.org/10.1002/smj.2018"
"Cool,K","Dierickx,I","2013","The Competitive Implications of the Deployment of Unique Resources. Strategic Management Journal, 34(4), 445-463. DOI: http://dx.doi.org/10.1002/smj.2018"
"Alves,JRR","Peralta,S","2013","Efficiency and equity consequences of decentralization in health: an economic perspective. Revista Portuguesa de Saúde Pública, 31(1), 74-83."
"Alves,JRR","Perelman,J","2013","Efficiency and equity consequences of decentralization in health: an economic perspective. Revista Portuguesa de Saúde Pública, 31(1), 74-83."
"Peralta,S","Perelman,J","2013","Efficiency and equity consequences of decentralization in health: an economic perspective. Revista Portuguesa de Saúde Pública, 31(1), 74-83."
"Amador,J","Opromolla,LD","2013","Product and destination mix in export markets. Review of World Economics, 149(1), 23-53. DOI: http://dx.doi.org/10.1007/s10290-012-0136-z"
"AmarodeMatos,J","Clegg,S","2013","Sustainability and Organizational Change. Journal of Change Management, 13(4), 382-386. DOI: http://dx.doi.org/10.1080/14697017."
"AyusoMateos,JL","Barros,PP","2013","Financial crisis, austerity, and health in Europe. Lancet, 382(9890), 391-392."
"AyusoMateos,JL","Gusmão,RD","2013","Financial crisis, austerity, and health in Europe. Lancet, 382(9890), 391-392."
"Barros,PP","Gusmão,RD","2013","Financial crisis, austerity, and health in Europe. Lancet, 382(9890), 391-392."
"Barros,PP","Clougherty,JA","2013","Europeanization of EU member-state competition policy: The commission's leadership role. International Review of Law and Economics, 34(C), 41-51. DOI: http://dx.doi.org/10.1016/j.irle.2012.11.001"
"Barros,PP","Seldeslachts,J","2013","Europeanization of EU member-state competition policy: The commission's leadership role. International Review of Law and Economics, 34(C), 41-51. DOI: http://dx.doi.org/10.1016/j.irle.2012.11.001"
"Clougherty,JA","Seldeslachts,J","2013","Europeanization of EU member-state competition policy: The commission's leadership role. International Review of Law and Economics, 34(C), 41-51. DOI: http://dx.doi.org/10.1016/j.irle.2012.11.001"
"Baunsgaard,VV","Clegg,S","2013","'Walls or Boxes': The Effects of Professional Identity, Power and Rationality on Strategies for Cross-Functional Integration. Organization Studies, 34(9), 1299-1325. DOI: http://dx.doi.org/10.1177/0170840612464756"
"Bosello,F","Parrado,R","2013","The economic and environmental effects of an EU ban on illegal logging imports. Insights from a CGE assessment. Environment and Development Economics, 18(2), 184-206. DOI: http://dx.doi.org/10.1017/S1355770X12000526"
"Bosello,F","Rosa,R","2013","The economic and environmental effects of an EU ban on illegal logging imports. Insights from a CGE assessment. Environment and Development Economics, 18(2), 184-206. DOI: http://dx.doi.org/10.1017/S1355770X12000526"
"Parrado,R","Rosa,R","2013","The economic and environmental effects of an EU ban on illegal logging imports. Insights from a CGE assessment. Environment and Development Economics, 18(2), 184-206. DOI: http://dx.doi.org/10.1017/S1355770X12000526"
"Boucinha,M","Ribeiro,N","2013","An assessment of Portuguese banks' efficiency and productivity towards euro area participation. Journal of Productivity Analysis, 39(2), 177-190. DOI: http://dx.doi.org/10.1007/s11123-012-0310-2"
"Boucinha,M","WeymanJones,T","2013","An assessment of Portuguese banks' efficiency and productivity towards euro area participation. Journal of Productivity Analysis, 39(2), 177-190. DOI: http://dx.doi.org/10.1007/s11123-012-0310-2"
"Ribeiro,N","WeymanJones,T","2013","An assessment of Portuguese banks' efficiency and productivity towards euro area participation. Journal of Productivity Analysis, 39(2), 177-190. DOI: http://dx.doi.org/10.1007/s11123-012-0310-2"
"Brounen,D","Ling,DC","2013","Short sales and fundamental value: explaining the REIT premium to NAV. Real Estate Economics, 41(3), 481–516. DOI: http://dx.doi.org/10.1111/reec.12004"
"Brounen,D","Prado,MP","2013","Short sales and fundamental value: explaining the REIT premium to NAV. Real Estate Economics, 41(3), 481–516. DOI: http://dx.doi.org/10.1111/reec.12004"
"Ling,DC","Prado,MP","2013","Short sales and fundamental value: explaining the REIT premium to NAV. Real Estate Economics, 41(3), 481–516. DOI: http://dx.doi.org/10.1111/reec.12004"
"Castro,TDB","Rodrigues,PMM","2013","The impact of persistent cycles on zero frequency unit root tests. Econometric Theory, 29(6), 1289-1313. DOI: http://dx.doi.org/10.1017/S0266466613000066"
"Castro,TDB","Taylor,AMR","2013","The impact of persistent cycles on zero frequency unit root tests. Econometric Theory, 29(6), 1289-1313. DOI: http://dx.doi.org/10.1017/S0266466613000066"
"Rodrigues,PMM","Taylor,AMR","2013","The impact of persistent cycles on zero frequency unit root tests. Econometric Theory, 29(6), 1289-1313. DOI: http://dx.doi.org/10.1017/S0266466613000066"
"Cavaliere,G","Georgiev,I","2013","Exploiting infinite variance through dummy variables in nonstationary autoregressions. Econometric Theory, 29(NA), 1162-1195. DOI: http://dx.doi.org/10.1017/S0266466613000030"
"Cavaliere,G","Georgiev,I","2013","Wild bootstrap of the sample mean in the infinite variance case. Econometric Reviews, 32(2), 204-219. DOI: http://dx.doi.org/10.1080/07474938.2012.690660"
"Cavaliere,G","Taylor,AMR","2013","Wild bootstrap of the sample mean in the infinite variance case. Econometric Reviews, 32(2), 204-219. DOI: http://dx.doi.org/10.1080/07474938.2012.690660"
"Georgiev,I","Taylor,AMR","2013","Wild bootstrap of the sample mean in the infinite variance case. Econometric Reviews, 32(2), 204-219. DOI: http://dx.doi.org/10.1080/07474938.2012.690660"
"Clegg,S","Orsato,RJ","2013","The Political Ecology of Palm Oil Production. Journal of Organizational Change Management, 13(4), 444-459. DOI: http://dx.doi.org/10.1080/14697017."
"Clegg,S","Cunha,MP","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Clegg,S","Rego,A","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Clegg,S","Dias,J","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Cunha,MP","Rego,A","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Cunha,MP","Dias,J","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Rego,A","Dias,J","2013","Mundane Objects and the Banality of Evil: The Sociomateriality of a Death Camp. Journal of Management Inquiry, 22(3), 325-340. DOI: http://dx.doi.org/10.1177/1056492612461949"
"Correia,MF","Cunha,R","2013","Impact of M&As on Organizational Performance: The Moderating Role of HRM Centrality. European Management Journal, 31(NA), 323-332. DOI: http://dx.doi.org/10.1016/j.emj."
"Correia,MF","Scholtern,M","2013","Impact of M&As on Organizational Performance: The Moderating Role of HRM Centrality. European Management Journal, 31(NA), 323-332. DOI: http://dx.doi.org/10.1016/j.emj."
"Cunha,R","Scholtern,M","2013","Impact of M&As on Organizational Performance: The Moderating Role of HRM Centrality. European Management Journal, 31(NA), 323-332. DOI: http://dx.doi.org/10.1016/j.emj."
"CunhaeSá,MA","Rosa,R","2013","Natural Carbon Capture and Storage (Nccs): Forests, Land Use, and Carbon Accounting. Resource and Energy Economics, 35(2), 148-170. DOI: http://dx.doi.org/10.1016/j.reseneeco.2012.12.003"
"CunhaeSá,MA","CostaDuarte,MC","2013","Natural Carbon Capture and Storage (Nccs): Forests, Land Use, and Carbon Accounting. Resource and Energy Economics, 35(2), 148-170. DOI: http://dx.doi.org/10.1016/j.reseneeco.2012.12.003"
"Rosa,R","CostaDuarte,MC","2013","Natural Carbon Capture and Storage (Nccs): Forests, Land Use, and Carbon Accounting. Resource and Energy Economics, 35(2), 148-170. DOI: http://dx.doi.org/10.1016/j.reseneeco.2012.12.003"
"Cunha,MP","Antunes,AA","2013","O Papel do Capital Psicológico na criação de Valor para as Organizações. Revista Portuguesa e Brasileira de Gestão, 12(3), 2-10."
"Cunha,MP","Clegg,S","2013","Lessons for leaders: Positive organization studies meets Niccolò Machiavelli. Leadership, 9(4), 450-465. DOI: 10.1177/1742715012455355"
"Cunha,MP","Rego,A","2013","Lessons for leaders: Positive organization studies meets Niccolò Machiavelli. Leadership, 9(4), 450-465. DOI: 10.1177/1742715012455355"
"Clegg,S","Rego,A","2013","Lessons for leaders: Positive organization studies meets Niccolò Machiavelli. Leadership, 9(4), 450-465. DOI: 10.1177/1742715012455355"
"Cunha,MP","Rego,A","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Cunha,MP","Clegg,S","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Cunha,MP","Neves,P","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Rego,A","Clegg,S","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Rego,A","Neves,P","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Clegg,S","Neves,P","2013","The case for transcendent followership. Leadership, 9(NA), 87-106. DOI: http://dx.doi.org/10.1177/1742715012447006"
"Cunha,MP","Rego,A","2013","Comportamento Organizacional Positivo. Análise Psicológica, 31(4), 313-328. DOI: http://dx.doi.org/10.14417/ap.804"
"Cunha,MP","PereiraLopes,M","2013","Comportamento Organizacional Positivo. Análise Psicológica, 31(4), 313-328. DOI: http://dx.doi.org/10.14417/ap.804"
"Rego,A","PereiraLopes,M","2013","Comportamento Organizacional Positivo. Análise Psicológica, 31(4), 313-328. DOI: http://dx.doi.org/10.14417/ap.804"
"Custódio,C,Ferreira,MA","Laureano,L","2013","Why are US firms using more short-term debt? Journal of Financial Economics, 108(1), 182-212. DOI: http://dx.doi.org/10.1016/j.jfineco.2012.10.009"
"Custódio,C,Ferreira,MA","Matos,P","2013","Generalists versus specialists: Lifetime work experience and chief executive officer pay. Journal of Financial Economics, 108(NA), 471-492. DOI: http://dx.doi.org/10.1016/j.jfineco."
"daSilveira,C","Lages,C","2013","Reconceptualizing brand identity in a dynamic environment. Journal of Business Research, 66(1), 28-36."
"daSilveira,C","Simoes,C","2013","Reconceptualizing brand identity in a dynamic environment. Journal of Business Research, 66(1), 28-36."
"Lages,C","Simoes,C","2013","Reconceptualizing brand identity in a dynamic environment. Journal of Business Research, 66(1), 28-36."
"Fafchamps,M","Vicente,P","2013","Political Violence and Social Networks: Experimental Evidence from an Nigerian Elections. Journal of Development Economics, 101(NA), 27-48. DOI: http://dx.doi.org/10.1016/j.jdeveco.2012.09.003"
"Fernandes,N","Ferreira,MA","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Fernandes,N","Matos,P","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Fernandes,N","Murphy,KJ","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Ferreira,MA","Matos,P","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Ferreira,MA","Murphy,KJ","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Matos,P","Murphy,KJ","2013","Are U.S. CEOs Paid More? New International Evidence. Review of Financial Studies, 26(2), 323-367. DOI: http://dx.doi.org/10.1093/rfs/hhs122"
"Ferreira,MA","Keswani,A","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Ferreira,MA","Miguel,AF","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Ferreira,MA","Ramos,SB","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Keswani,A","Miguel,AF","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Keswani,A","Ramos,SB","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Miguel,AF","Ramos,SB","2013","The Determinants of Mutual Fund Performance: a Cross-Country Study. Review of Finance, 17(2), 483-525. DOI: http://dx.doi.org/10.1093/rof/rfs013"
"Gonçalves,R","Barros,PP","2013","Economies of scale and scope in the provision of diagnostic techniques and therapeutic services in Portuguese hospitals. Applied Economics, 45(4), 415-433. DOI: http://dx.doi.org/10.1080/00036846.2011.605758"
"GuimarãesCosta,N","Cunha,MP","2013","The Inevitability of liminality in organizing. International Journal of Management Concepts and Philosophy, 7(1), 47-63. DOI: http://dx.doi.org/10.1504/IJMCP."
"GuimarãesCosta,N","Cunha,MP","2013","Pessoa's 'Disquietness' at Work: A Liminal Approach to Instrumental Organizational Engagement. Revue Internationale de Psychosociologie et de Gestion des Comportements Organisationnels, XIX(48), 313-325. DOI: http://dx.doi.org/10.3917/rips1.048.0313"
"Harbord,D","Hoernig,S","2013","Efectos de la reducción de tarifas de terminación móvil enel bienestar en el mercado de las telecomunicaciones de México. Trimestre Economico, 80(319), 651-686."
"Hochman,G","Tabakis,C","2013","The Impact of International Trade on Institutions and Infrastructure. Journal of Comparative Economics, 41(1), 126-140. DOI: http://dx.doi.org/10.1016/j.jce.2012.07.001"
"Hochman,G","Zilberman,D","2013","The Impact of International Trade on Institutions and Infrastructure. Journal of Comparative Economics, 41(1), 126-140. DOI: http://dx.doi.org/10.1016/j.jce.2012.07.001"
"Tabakis,C","Zilberman,D","2013","The Impact of International Trade on Institutions and Infrastructure. Journal of Comparative Economics, 41(1), 126-140. DOI: http://dx.doi.org/10.1016/j.jce.2012.07.001"
"Isidro,H","Marques,A","2013","Response to Discussion of: The Effects of Compensation and Board Quality on Non-GAAP Disclosures in Europe. The International Journal of Accounting, 48(NA), 324-326. DOI: http://dx.doi.org/10.1016/j.intacc."
"Isidro,H","Marques,A","2013","The Effects of Compensation and Board Quality on Non-GAAP Disclosures in Europe. The International Journal of Accounting, 48(3), 289-317. DOI: http://dx.doi.org/10.1016/j.intacc."
"Jennings,R","Marques,A","2013","Amortized cost for operating lease assets. Accounting Horizons, 27(1), 51-74."
"Júlio,P","PinheiroAlves,R","2013","Foreign direct investment and institutional reform: Evidence and an application to Portugal. Portuguese Economic Journal, 12(3), 215-250. DOI: http://dx.doi.org/10.1007/s10258-013-0093-z"
"Júlio,P","Tavares,J","2013","Foreign direct investment and institutional reform: Evidence and an application to Portugal. Portuguese Economic Journal, 12(3), 215-250. DOI: http://dx.doi.org/10.1007/s10258-013-0093-z"
"PinheiroAlves,R","Tavares,J","2013","Foreign direct investment and institutional reform: Evidence and an application to Portugal. Portuguese Economic Journal, 12(3), 215-250. DOI: http://dx.doi.org/10.1007/s10258-013-0093-z"
"Lages,LF","Mata,J","2013","Change in international market strategy as a reaction to performance decline. Journal of Business Research, 66(12), 2600-2611. DOI: http://dx.doi.org/10.1016/j.jbusres.2012.05.018"
"Lages,LF","Griffith,DA","2013","Change in international market strategy as a reaction to performance decline. Journal of Business Research, 66(12), 2600-2611. DOI: http://dx.doi.org/10.1016/j.jbusres.2012.05.018"
"Mata,J","Griffith,DA","2013","Change in international market strategy as a reaction to performance decline. Journal of Business Research, 66(12), 2600-2611. DOI: http://dx.doi.org/10.1016/j.jbusres.2012.05.018"
"Lisboa,A","Skarmeas,D","2013","Export Market Exploitation and Exploration and Performance: Linear, Moderated, Complementary and Non-Linear Effects. International Marketing Review, 30(3), 211-230. DOI: http://dx.doi.org/10.1108/02651331311321972"
"Lisboa,A","Lages,C","2013","Export Market Exploitation and Exploration and Performance: Linear, Moderated, Complementary and Non-Linear Effects. International Marketing Review, 30(3), 211-230. DOI: http://dx.doi.org/10.1108/02651331311321972"
"Skarmeas,D","Lages,C","2013","Export Market Exploitation and Exploration and Performance: Linear, Moderated, Complementary and Non-Linear Effects. International Marketing Review, 30(3), 211-230. DOI: http://dx.doi.org/10.1108/02651331311321972"
"ManuelLuiz,J","BritesPereira,L","2013","Constructing institutional measures: Indicators of political and property rights in Mozambique, 1900–2005. Governance, 26(4), 677-692. DOI: http://dx.doi.org/10.1111/gove.12002"
"ManuelLuiz,J","deOliveira,G","2013","Constructing institutional measures: Indicators of political and property rights in Mozambique, 1900–2005. Governance, 26(4), 677-692. DOI: http://dx.doi.org/10.1111/gove.12002"
"BritesPereira,L","deOliveira,G","2013","Constructing institutional measures: Indicators of political and property rights in Mozambique, 1900–2005. Governance, 26(4), 677-692. DOI: http://dx.doi.org/10.1111/gove.12002"
"Mata,J","Woeter,M","2013","Risky innovation: The impact of internal and external R&D strategies upon the distribution of returns. Research Policy, 42(2), 495-501. DOI: http://dx.doi.org/10.1016/j.respol.2012.08.004"
"Rego,A","Vitoria,A","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Rego,A","Magalhaes,A","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Rego,A","Ribeiro,N","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Rego,A","Cunha,MP","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Vitoria,A","Magalhaes,A","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Vitoria,A","Ribeiro,N","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Vitoria,A","Cunha,MP","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Magalhaes,A","Ribeiro,N","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Magalhaes,A","Cunha,MP","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Ribeiro,N","Cunha,MP","2013","Are authentic leaders associated with more virtuous, committed and potent teams? Leadership Quarterly, 24(1), 61-79. DOI: http://dx.doi.org/10.1016/j.leaqua.2012.08.002"
"Rodrigues,PMM","Rubia,A","2013","Finite Sample Performance of Frequency and Time Domain Tests for Seasonal Fractional Integration. Journal of Statistical Computation and Simulation, 83(7), 1373-1384. DOI: http://dx.doi.org/10.1080/00949655.2012.660489"
"Rodrigues,PMM","ValleEAzevedo,J","2013","Finite Sample Performance of Frequency and Time Domain Tests for Seasonal Fractional Integration. Journal of Statistical Computation and Simulation, 83(7), 1373-1384. DOI: http://dx.doi.org/10.1080/00949655.2012.660489"
"Rubia,A","ValleEAzevedo,J","2013","Finite Sample Performance of Frequency and Time Domain Tests for Seasonal Fractional Integration. Journal of Statistical Computation and Simulation, 83(7), 1373-1384. DOI: http://dx.doi.org/10.1080/00949655.2012.660489"
"Sequeira,T","FerreiraLopes,A","2013","Social Capital and Investment in R&D: New Externalities. Journal of Business Economics and Management, 14(1), 77-97. DOI: http://dx.doi.org/10.3846/16111699.2011.638667"
"Simpson,AV","Clegg,S","2013","Expressing compassion in the face of crisis: Organizational practices in the aftermath of the Brisbane floods of 2011. Journal of Contingencies and Crisis Management, 21(2), 115-124. DOI: http://dx.doi.org/10.1111/1468-5973.12016"
"Simpson,AV","Cunha,MP","2013","Expressing compassion in the face of crisis: Organizational practices in the aftermath of the Brisbane floods of 2011. Journal of Contingencies and Crisis Management, 21(2), 115-124. DOI: http://dx.doi.org/10.1111/1468-5973.12016"
"Clegg,S","Cunha,MP","2013","Expressing compassion in the face of crisis: Organizational practices in the aftermath of the Brisbane floods of 2011. Journal of Contingencies and Crisis Management, 21(2), 115-124. DOI: http://dx.doi.org/10.1111/1468-5973.12016"
"Simpson,AV","Clegg,S","2013","Compassion, Power and Organization. Journal of Political Power, 6(3), 358-380. DOI: http://dx.doi.org/10.1080/2158379X."
"Simpson,AV","Freeder,D","2013","Compassion, Power and Organization. Journal of Political Power, 6(3), 358-380. DOI: http://dx.doi.org/10.1080/2158379X."
"Clegg,S","Freeder,D","2013","Compassion, Power and Organization. Journal of Political Power, 6(3), 358-380. DOI: http://dx.doi.org/10.1080/2158379X."
"Soares,C","Rodrigues,PMM","2013","Determinants of the EONIA spread and the financial crisis. Manchester School, 81, 82-110. DOI: http://dx.doi.org/10.1111/manc.12010"
"Story,J","Youssef,C","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Story,J","Luthans,F","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Story,J","Barbuto,JE","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Story,J","JamesA","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Story,J","B","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Youssef,C","Luthans,F","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Youssef,C","Barbuto,JE","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Youssef,C","JamesA","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Youssef,C","B","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Luthans,F","Barbuto,JE","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Luthans,F","JamesA","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
